Brand,Code,Name,Category,Malayalam Name,Base Price,Variants Count,Image URL
"Himalaya","ANG-PER-0096","Himalaya Gentle Baby Powder","Baby Care & Soaps","ഹിമാലയ gentle ബേബി പൗഡർ","57","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_gentle_baby_powder.jpg"
"Himalaya","ANG-PER-0097","Himalaya Baby Cream and Extra Moisturizing Baby Lotion Combo","Baby Care & Soaps","ഹിമാലയ ബേബി ക്രീം and extra moisturizing ബേബി ലോഷൻ combo","274","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_baby_cream_and_extra_moisturizing_baby_lotion_combo.jpg"
"Himalaya","ANG-PER-0098","Himalaya Ayurveda Secrets Ghee Lip Butter","Skin Care & Face Wash","ഹിമാലയ ayurveda secrets ghee ലിപ് ബട്ടർ","399","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_ayurveda_secrets_ghee_lip_butter.png"
"Himalaya","ANG-PER-0099","Himalaya Ayurveda Secrets Repairing Shampoo","Hair Care & Hair Oil","ഹിമാലയ ayurveda secrets repairing ഷാംപൂ","249","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_ayurveda_secrets_repairing_shampoo.jpg"
"Himalaya","ANG-PER-0100","Himalaya Ayurveda Secrets Hair Growth Oil","Hair Care & Hair Oil","ഹിമാലയ ayurveda secrets hair growth oil","479","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_ayurveda_secrets_hair_growth_oil.jpg"
"Himalaya","ANG-PER-0101","Himalaya Strawberry Shine Serum Lip Balm","Skin Care & Face Wash","ഹിമാലയ strawberry shine serum ലിപ് ബാം","299","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_strawberry_shine_serum_lip_balm.png"
"Himalaya","ANG-PER-0102","Himalaya Winter Cherry & Aloe Nourishing Serum Body Lotion","Body Lotion","ഹിമാലയ winter cherry & കറ്റാർവാഴ nourishing serum ബോഡി ലോഷൻ","99","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_winter_cherry_aloe_nourishing_serum_body_lotion.jpg"
"Himalaya","ANG-PER-0103","Himalaya Cocoa Butter Intensive Serum Body Lotion","Body Lotion","ഹിമാലയ cocoa butter intensive serum ബോഡി ലോഷൻ","99","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_cocoa_butter_intensive_serum_body_lotion.jpg"
"Himalaya","ANG-PER-0104","Himalaya Nourishing 2 in 1 Baby Shampoo","Baby Care & Soaps","ഹിമാലയ nourishing 2 in 1 baby ഷാംപൂ","400","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_nourishing_2_in_1_baby_shampoo.jpg"
"Himalaya","ANG-PER-0105","Himalaya SENSITIVE BABY LAUNDRY DETERGENT","Baby Care & Soaps","ഹിമാലയ sensitive baby laundry detergent","329","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_sensitive_baby_laundry_detergent.jpg"
"Himalaya","ANG-PER-0106","Himalaya refreshing baby soap","Bathing Soaps","ഹിമാലയ refreshing ബേബി സോപ്പ്","65","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_refreshing_baby_soap.jpg"
"Himalaya","ANG-PER-0107","Himalaya Refreshing baby lotion","Baby Care & Soaps","ഹിമാലയ refreshing ബേബി ലോഷൻ","370","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_refreshing_baby_lotion.jpg"
"Himalaya","ANG-PER-0108","Himalaya Baby Bar with Pure Cow Ghee","Baby Care & Soaps","ഹിമാലയ baby bar with pure cow ghee","160","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_baby_bar_with_pure_cow_ghee.jpg"
"Himalaya","ANG-PER-0109","Himalaya Sun Protect+ Ultra-Light Sunscreen","Skin Care & Face Wash","ഹിമാലയ sun protect+ ultra-light സൺസ്ക്രീൻ","249","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_sun_protect_ultra_light_sunscreen.jpg"
"Himalaya","ANG-PER-0110","Himalaya Baby Cradle Cap Cream with Pure Cow Ghee","Baby Care & Soaps","ഹിമാലയ baby cradle cap cream with pure cow ghee","200","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_baby_cradle_cap_cream_with_pure_cow_ghee.jpg"
"Himalaya","ANG-PER-0111","Himalaya Intima Feminine Hygiene Wash","Body Wash & Shower Gel","ഹിമാലയ intima feminine hygiene wash","170","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_intima_feminine_hygiene_wash.jpg"
"Himalaya","ANG-PER-0112","Himalaya Gentle Baby Lotion","Baby Care & Soaps","ഹിമാലയ gentle ബേബി ലോഷൻ","60","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_gentle_baby_lotion.jpg"
"Himalaya","ANG-PER-0113","Himalaya Brightening Vitamin C Orange Face Serum Cream","Body Lotion","ഹിമാലയ brightening vitamin c orange ഫേസ് സെറം cream","275","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_brightening_vitamin_c_orange_face_serum_cream.jpg"
"Himalaya","ANG-PER-0114","Himalaya Natural Glow Rose Face Serum","Skin Care & Face Wash","ഹിമാലയ natural glow പനിനീർ ഫേസ് സെറം","549","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_natural_glow_rose_face_serum.jpg"
"Himalaya","ANG-PER-0115","Himalaya Anti-Hair Fall Bhringaraja Conditioner","Hair Care & Hair Oil","ഹിമാലയ anti-hair fall bhringaraja കണ്ടീഷണർ","99","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_anti_hair_fall_bhringaraja_conditioner.jpg"
"Himalaya","ANG-PER-0116","Himalaya Gentle Exfoliating Apricot Face Wash","Body Wash & Shower Gel","ഹിമാലയ gentle exfoliating apricot ഫേസ് വാഷ്","115","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_gentle_exfoliating_apricot_face_wash.jpg"
"Himalaya","ANG-PER-0117","Himalaya Baby Cream With Pure Cow Ghee","Baby Care & Soaps","ഹിമാലയ ബേബി ക്രീം with pure cow ghee","150","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_baby_cream_with_pure_cow_ghee.jpg"
"Himalaya","ANG-PER-0118","Himalaya Youth Eternity Face Wash","Body Wash & Shower Gel","ഹിമാലയ youth eternity ഫേസ് വാഷ്","319","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_youth_eternity_face_wash.jpg"
"Himalaya","ANG-PER-0119","Himalaya Baby Rash Relief Cream with Pure Cow Ghee","Baby Care & Soaps","ഹിമാലയ baby rash relief cream with pure cow ghee","100","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_baby_rash_relief_cream_with_pure_cow_ghee.jpg"
"Himalaya","ANG-PER-0120","Himalaya Baby Derma Cream with Pure Cow Ghee","Baby Care & Soaps","ഹിമാലയ baby derma cream with pure cow ghee","125","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_baby_derma_cream_with_pure_cow_ghee.jpg"
"Himalaya","ANG-PER-0121","Himalaya Baby Lotion with Pure Cow Ghee","Baby Care & Soaps","ഹിമാലയ ബേബി ലോഷൻ with pure cow ghee","160","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_baby_lotion_with_pure_cow_ghee.jpg"
"Himalaya","ANG-PER-0122","Himalaya Head to Toe Baby Wash with Pure Cow Ghee","Baby Care & Soaps","ഹിമാലയ head to toe ബേബി വാഷ് with pure cow ghee","170","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_head_to_toe_baby_wash_with_pure_cow_ghee.jpg"
