Code,Name,Category,Malayalam Name,Base Price,Variants Count,Image URL
"ANG-STA-0112","Apsara Marvel Spider-Man Kit (₹199 Edition)","Stationery Kits","അപ്സര മാർവൽ സ്പൈഡർമാൻ കിറ്റ് ((₹199 എഡിഷൻ))","199","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_spider_man_kit_3.png"
"ANG-STA-0113","Apsara Marvel Spider-Man Kit (₹99 Edition)","Stationery Kits","അപ്സര മാർവൽ സ്പൈഡർമാൻ കിറ്റ് ((₹99 എഡിഷൻ))","99","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_spider_man_kit_2.png"
"ANG-STA-0114","Apsara Marvel Spider-Man Kit (₹50 Edition)","Stationery Kits","അപ്സര മാർവൽ സ്പൈഡർമാൻ കിറ്റ് ((₹50 എഡിഷൻ))","50","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_spider_man_kit_1.png"
"ANG-STA-0115","Apsara Mini Artist Kit","Stationery Kits","അപ്സര mini artist കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_mini_artist_kit.png"
"ANG-STA-0116","Apsara My Apsara Kit","Stationery Kits","അപ്സര my അപ്സര കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_my_apsara_kit.png"
"ANG-STA-0117","Apsara Platinum Kit","Stationery Kits","അപ്സര platinum കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_platinum_kit.png"
"ANG-STA-0118","Apsara Premium Scholars Kit","Stationery Kits","അപ്സര premium scholars കിറ്റ്","99","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_premium_scholars_kit.png"
"ANG-STA-0119","Apsara Scholar's Kit","Stationery Kits","അപ്സര scholar's കിറ്റ്","99","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_scholars_kit.png"
"ANG-STA-0120","Apsara Water Coloring Kit","Stationery Kits","അപ്സര water coloring കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_water_coloring_kit.png"
"ANG-STA-0121","Apsara Writing Kit","Stationery Kits","അപ്സര writing കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_writing_kit.png"
