Product Name,Category,Code,Malayalam Name,Variants,Selling Price,Original Price (MRP),Image URL
"Elite Broken Wheat","Rice, Atta, Flours & Mixes","ANG-RIC-1284","എലൈറ്റ് നുറുക്ക് ഗോതമ്പ്","500 g; 1 kg","₹38; ₹70","₹38; ₹70","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/wheat_range_broken_wheat_500g.png"
"Elite Broken Wheat Fine","Rice, Atta, Flours & Mixes","ANG-RIC-1285","എലൈറ്റ് നുറുക്ക് ഗോതമ്പ് Fine","500 g; 1 kg","₹38; ₹70","₹38; ₹70","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/wheat_range_broken-wheat-fine-500g.png"
"Elite Samba Broken Wheat Fine","Rice, Atta, Flours & Mixes","ANG-RIC-1286","എലൈറ്റ് സമ്പ നുറുക്ക് ഗോതമ്പ് Fine","500 g; 1 kg","₹38; ₹70","₹38; ₹70","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/wheat_range_samba-broken-wheat-fine-500g.png"
"Elite Samba Broken Wheat","Rice, Atta, Flours & Mixes","ANG-RIC-1287","എലൈറ്റ് സമ്പ നുറുക്ക് ഗോതമ്പ്","500 g; 1 kg","₹38; ₹70","₹38; ₹70","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/wheat_range_samba_broken_wheat_500g.png"
"Elite Matta Short Grain","Rice, Atta, Flours & Mixes","ANG-RIC-1288","എലൈറ്റ് Matta Short Grain","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/rice_range_matta_20short_20grain1.png"
"Elite Matta Long Grain","Rice, Atta, Flours & Mixes","ANG-RIC-1289","എലൈറ്റ് Matta Long Grain","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/rice_range_matta_20long_20grain1.png"
"Elite Jaya Rice","Rice, Atta, Flours & Mixes","ANG-RIC-1290","എലൈറ്റ് Jaya Rice","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/rice_range_jaya-rice.png"
"Elite Surekha Rice","Rice, Atta, Flours & Mixes","ANG-RIC-1291","എലൈറ്റ് Surekha Rice","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/rice_range_surekha-rice.png"
"Elite Kuruva Rice","Rice, Atta, Flours & Mixes","ANG-RIC-1292","എലൈറ്റ് Kuruva Rice","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/rice_range_kuruva-rice.png"
"Elite Ponni Rice","Rice, Atta, Flours & Mixes","ANG-RIC-1293","എലൈറ്റ് Ponni Rice","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/rice_range_ponni-rice.png"
"Elite Matta Broken Rice","Rice, Atta, Flours & Mixes","ANG-RIC-1294","എലൈറ്റ് Matta Broken Rice","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/rice_range_matta_20broken_20rice_20500g.png"
"Elite Rice Flakes White","Rice, Atta, Flours & Mixes","ANG-RIC-1295","എലൈറ്റ് Rice Flakes White","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/rice_range_rice-flakes-white_20500g.png"
"Elite Roasted Rice Powder","Rice, Atta, Flours & Mixes","ANG-RIC-1296","എലൈറ്റ് Roasted Rice Powder","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/rice_range_2.png"
"Elite Rice Flakes Red","Rice, Atta, Flours & Mixes","ANG-RIC-1297","എലൈറ്റ് Rice Flakes Red","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/rice_range_rice-flakes-red_20500g.png"
"Elite Rice Ada","Rice, Atta, Flours & Mixes","ANG-RIC-1298","എലൈറ്റ് Rice Ada","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/rice_range_rice-ada.png"
"Elite Rice Puttupodi","Rice, Atta, Flours & Mixes","ANG-RIC-1299","എലൈറ്റ് Rice പുട്ടുപൊടി","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/flour_rice_20puttupodi.png"
"Elite Ragi Puttupodi","Rice, Atta, Flours & Mixes","ANG-RIC-1300","എലൈറ്റ് Ragi പുട്ടുപൊടി","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/flour_ragi_20puttupodi_20500g.png"
"Elite Fibre Rich Puttupodi","Rice, Atta, Flours & Mixes","ANG-RIC-1301","എലൈറ്റ് Fibre Rich പുട്ടുപൊടി","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/flour_fibre_20rich_20puttupodi_20500g.png"
"Elite Wheat Puttupodi","Rice, Atta, Flours & Mixes","ANG-RIC-1302","എലൈറ്റ് Wheat പുട്ടുപൊടി","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/flour_wheat_20puttupodi_20500g.png"
"Elite Easy Palappam Mix","Rice, Atta, Flours & Mixes","ANG-RIC-1303","എലൈറ്റ് Easy Palappam Mix","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/flour_palappam-mix-500g.png"
"Elite IDIYAPPAM PODI","Rice, Atta, Flours & Mixes","ANG-RIC-1304","എലൈറ്റ് ഇടിയപ്പം പൊടി","500 g; 1 kg","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/flour_idiyappam_20podi_201kg.png"
"Elite Bajji Bonda Mix","Rice, Atta, Flours & Mixes","ANG-RIC-1305","എലൈറ്റ് ബജ്ജി ബോണ്ട മിക്സ്","200 g; 500 g","₹35; ₹70","₹35; ₹70","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/instant_mix_bajji-bonda-mix-500g-n.png"
"Elite Upma Mix","Rice, Atta, Flours & Mixes","ANG-RIC-1306","എലൈറ്റ് ഉപ്പുമാവ് മിക്സ്","200 g; 500 g","₹35; ₹70","₹35; ₹70","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/instant_mix_upma_20mix_20200g.png"
"Elite Palada payasam Mix","Desserts & Ice Creams","ANG-DES-0379","എലൈറ്റ് പാലട പായസം മിക്സ്","200 g; 300 g","₹55; ₹75","₹55; ₹75","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/instant_mix_palada_20payasam_20mix_20_1_.png"
"Elite Vermicelli payasam Mix","Desserts & Ice Creams","ANG-DES-0380","എലൈറ്റ് സേമിയ പായസം മിക്സ്","200 g; 300 g","₹55; ₹75","₹55; ₹75","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/instant_mix_vermicelli_20payasam_20mix_20_1_.png"
"Elite Chukku Kappi","Beverages","ANG-BEV-1273","എലൈറ്റ് ചുക്കുകാപ്പി","100 g; 200 g","₹45; ₹85","₹45; ₹85","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/instant_mix_chukku-kappi.png"
"Elite Vermicelli","Rice, Atta, Flours & Mixes","ANG-RIC-1307","എലൈറ്റ് സേമിയ (വെർമിസെല്ലി)","200 g; 500 g","₹35; ₹70","₹35; ₹70","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/instant_mix_roasted_20vermicelli_20200.png"
"Elite Sadya Palada Mix","Desserts & Ice Creams","ANG-DES-0381","എലൈറ്റ് സദ്യ പാലട മിക്സ്","200 g; 300 g","₹55; ₹75","₹55; ₹75","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/elite/instant_mix_sadya_20palada_20200g.png"
