S.No.,Product Code,Product Name,Malayalam Name,Category,Base Unit,Sell Mode,Base Unit Price (INR),Max Price Ceiling (INR),Default Variant,All Variants (Pack - Price),Image CDN URL
238,ANG-DAI-0151,Elanadu Pasteurised Table Butter (Salted),എളനാട് പാസ്ചറൈസ്ഡ് ടേബിൾ ബട്ടർ,Dairy,g,Fixed,58.00,67.00,100 g (₹58),100 g: ₹58,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=500&auto=format&fit=crop&q=80
239,ANG-DAI-0152,Elanadu Unsalted Cooking Butter,എളനാട് ഉപ്പില്ലാത്ത വെണ്ണ,Dairy,g,Fixed,275.00,317.00,500 g (₹275),500 g: ₹275,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=500&auto=format&fit=crop&q=80
240,ANG-DAI-0153,Elanadu Fresh Mozzarella Cheese Block,എളനാട് ഫ്രഷ് മൊസറെല്ല ചീസ്,Dairy,g,Fixed,140.00,161.00,200 g (₹140),200 g: ₹140,https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=500&auto=format&fit=crop&q=80
241,ANG-DAI-0154,Elanadu Processed Cheese Slice Pack,എളനാട് ചീസ് സ്ലൈസ് പാക്ക്,Dairy,g,Fixed,130.00,150.00,200 g (₹130),200 g: ₹130,https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=500&auto=format&fit=crop&q=80
242,ANG-DAI-0167,Elanadu Rich Butter Cookies,എളനാട് റിച്ച് ബട്ടർ കുക്കീസ്,Dairy,g,Fixed,65.00,75.00,200 g (₹65),200 g: ₹65,https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500&auto=format&fit=crop&q=80
243,ANG-DAI-0170,Elanadu Sterilised Flavoured Milk (Badam/Pista/Choco),എളനാട് Sterilised Flavoured Milk (Badam/Pista/Choco),Dairy,ml,Fixed,30.00,35.00,200 ml (₹30),200 ml: ₹30,https://images.unsplash.com/photo-1606313564200-e75d5e30476c?w=500&auto=format&fit=crop&q=80
244,ANG-DAI-0211,Butter Cup Cake,ബട്ടർ കപ്പ്കേക്ക്,Dairy,g,Fixed,10.00,12.00,30 g (₹10),30 g: ₹10,https://images.unsplash.com/photo-1576618148400-f54bed99fcfd?w=500&auto=format&fit=crop&q=80
245,ANG-DAI-0214,Butter Cup Cake 6 in 1,ബട്ടർ കപ്പ്കേക്ക് (6 എണ്ണം),Dairy,g,Fixed,60.00,69.00,180 g (₹60),180 g: ₹60,https://images.unsplash.com/photo-1576618148400-f54bed99fcfd?w=500&auto=format&fit=crop&q=80
246,ANG-DAI-0225,Butterscotch Pudding Cake,ബട്ടർസ്കോച്ച് പുഡ്ഡിംഗ് കേക്ക്,Dairy,g,Fixed,140.00,161.00,350 g (₹140),350 g: ₹140,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=500&auto=format&fit=crop&q=80
247,ANG-DAL-0371,BB Royal Toor Dal / Arhar Dal,,"Dals, Pulses & Beans",kg,Fixed,140.00,0.00,1 kg (₹140),1 kg: ₹140 | 500 g: ₹72,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
248,ANG-DAL-0373,BB Royal Premium Desi Toor Dal,,"Dals, Pulses & Beans",kg,Fixed,152.00,0.00,1 kg (₹152),1 kg: ₹152,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
249,ANG-DAL-0374,24 Mantra Organic Toor Dal,,"Dals, Pulses & Beans",kg,Fixed,178.00,0.00,1 kg (₹178),1 kg: ₹178 | 500 g: ₹92,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
250,ANG-DAL-0376,Organic Tattva Toor Dal,,"Dals, Pulses & Beans",kg,Fixed,182.00,0.00,1 kg (₹182),1 kg: ₹182,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
251,ANG-DAL-0379,BB Royal Yellow Moong Dal,,"Dals, Pulses & Beans",kg,Fixed,118.00,0.00,1 kg (₹118),1 kg: ₹118 | 500 g: ₹60,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
252,ANG-DAL-0381,BB Royal Green Moong Split (Chilka),,"Dals, Pulses & Beans",kg,Fixed,112.00,0.00,1 kg (₹112),1 kg: ₹112 | 500 g: ₹58,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
253,ANG-DAL-0383,BB Royal Green Moong Whole,,"Dals, Pulses & Beans",kg,Fixed,120.00,0.00,1 kg (₹120),1 kg: ₹120 | 500 g: ₹62,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
254,ANG-DAL-0385,24 Mantra Organic Green Moong Whole,,"Dals, Pulses & Beans",kg,Fixed,148.00,0.00,1 kg (₹148),1 kg: ₹148,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
255,ANG-DAL-0388,BB Royal Chana Dal,,"Dals, Pulses & Beans",kg,Fixed,80.00,0.00,1 kg (₹80),1 kg: ₹80 | 500 g: ₹41,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
256,ANG-DAL-0390,24 Mantra Organic Chana Dal,,"Dals, Pulses & Beans",kg,Fixed,110.00,0.00,1 kg (₹110),1 kg: ₹110,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
257,ANG-DAL-0391,BB Royal Roasted Chana Dal,,"Dals, Pulses & Beans",g,Fixed,58.00,0.00,500 g (₹58),500 g: ₹58 | 200 g: ₹24,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
258,ANG-DAL-0395,BB Royal Urad Dal White Split,,"Dals, Pulses & Beans",kg,Fixed,135.00,0.00,1 kg (₹135),1 kg: ₹135 | 500 g: ₹69,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
259,ANG-DAL-0397,BB Royal Urad Whole White (Gota),,"Dals, Pulses & Beans",kg,Fixed,142.00,0.00,1 kg (₹142),1 kg: ₹142 | 500 g: ₹73,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
260,ANG-DAL-0399,BB Royal Urad Dal Black Split (Chilka),,"Dals, Pulses & Beans",kg,Fixed,122.00,0.00,1 kg (₹122),1 kg: ₹122,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
261,ANG-DAL-0400,BB Royal Urad Whole Black (Karutha Uzhunnu),,"Dals, Pulses & Beans",kg,Fixed,125.00,0.00,1 kg (₹125),1 kg: ₹125 | 500 g: ₹64,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
262,ANG-DAL-0402,24 Mantra Organic Urad Dal White Split,,"Dals, Pulses & Beans",kg,Fixed,165.00,0.00,1 kg (₹165),1 kg: ₹165,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
263,ANG-DAL-0405,BB Royal Masoor Dal Red Split,,"Dals, Pulses & Beans",kg,Fixed,88.00,0.00,1 kg (₹88),1 kg: ₹88 | 500 g: ₹45,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
264,ANG-DAL-0407,BB Royal Masoor Whole Black,,"Dals, Pulses & Beans",kg,Fixed,92.00,0.00,1 kg (₹92),1 kg: ₹92 | 500 g: ₹47,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
265,ANG-DAL-0409,24 Mantra Organic Masoor Dal Split,,"Dals, Pulses & Beans",kg,Fixed,118.00,0.00,1 kg (₹118),1 kg: ₹118,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
266,ANG-DAL-0412,BB Royal Kabuli Chana Big,,"Dals, Pulses & Beans",kg,Fixed,132.00,0.00,1 kg (₹132),1 kg: ₹132 | 500 g: ₹68,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
267,ANG-DAL-0414,BB Royal Kala Chana (Kadala),,"Dals, Pulses & Beans",kg,Fixed,86.00,0.00,1 kg (₹86),1 kg: ₹86 | 500 g: ₹44,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
268,ANG-DAL-0416,24 Mantra Organic Kabuli Chana,,"Dals, Pulses & Beans",kg,Fixed,160.00,0.00,1 kg (₹160),1 kg: ₹160,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
269,ANG-DAL-0419,BB Royal Rajma Jammu / Chitra,,"Dals, Pulses & Beans",kg,Fixed,138.00,0.00,1 kg (₹138),1 kg: ₹138 | 500 g: ₹70,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
270,ANG-DAL-0421,BB Royal Dark Red Rajma,,"Dals, Pulses & Beans",kg,Fixed,128.00,0.00,1 kg (₹128),1 kg: ₹128 | 500 g: ₹65,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
271,ANG-DAL-0423,24 Mantra Organic Rajma Chitra,,"Dals, Pulses & Beans",kg,Fixed,162.00,0.00,1 kg (₹162),1 kg: ₹162,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
272,ANG-DAL-0424,BB Royal White Peas (Vella Pattani),,"Dals, Pulses & Beans",kg,Fixed,70.00,0.00,1 kg (₹70),1 kg: ₹70 | 500 g: ₹36,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
273,ANG-DAL-0426,BB Royal Green Peas Dried (Pacha Pattani),,"Dals, Pulses & Beans",kg,Fixed,78.00,0.00,1 kg (₹78),1 kg: ₹78 | 500 g: ₹40,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
274,ANG-DAL-0428,BB Royal Lobia White (Vanpayar),,"Dals, Pulses & Beans",kg,Fixed,104.00,0.00,1 kg (₹104),1 kg: ₹104 | 500 g: ₹54,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
275,ANG-DAL-0430,BB Royal Red Lobia,,"Dals, Pulses & Beans",kg,Fixed,98.00,0.00,1 kg (₹98),1 kg: ₹98 | 500 g: ₹50,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
276,ANG-DAL-0432,BB Royal Horse Gram (Muthira),,"Dals, Pulses & Beans",kg,Fixed,80.00,0.00,1 kg (₹80),1 kg: ₹80 | 500 g: ₹42,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
277,ANG-DAL-0434,BB Royal Moth Dal Whole,,"Dals, Pulses & Beans",kg,Fixed,95.00,0.00,1 kg (₹95),1 kg: ₹95 | 500 g: ₹49,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
278,ANG-DAL-0436,BB Royal Soyabean Whole,,"Dals, Pulses & Beans",kg,Fixed,88.00,0.00,1 kg (₹88),1 kg: ₹88 | 500 g: ₹45,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
279,ANG-DAL-0438,Fortune Soya Chunks,,"Dals, Pulses & Beans",kg,Fixed,120.00,0.00,1 kg (₹120),1 kg: ₹120 | 200 g: ₹35,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
280,ANG-DAL-0440,Nutrela Soya Chunks,,"Dals, Pulses & Beans",kg,Fixed,140.00,0.00,1 kg (₹140),1 kg: ₹140 | 200 g: ₹38,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
281,ANG-DAL-0442,Nutrela Soya Mini Chunks,,"Dals, Pulses & Beans",g,Fixed,40.00,0.00,200 g (₹40),200 g: ₹40,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
282,ANG-DAL-0443,Nutrela Soya Granules,,"Dals, Pulses & Beans",g,Fixed,40.00,0.00,200 g (₹40),200 g: ₹40,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
283,ANG-DAL-0463,BB Royal Broken Wheat (Nurukku Gothambu),,"Dals, Pulses & Beans",kg,Fixed,50.00,0.00,1 kg (₹50),1 kg: ₹50 | 500 g: ₹26,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
284,ANG-DAL-0465,Patanjali Daliya,,"Dals, Pulses & Beans",g,Fixed,30.00,0.00,500 g (₹30),500 g: ₹30,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
285,ANG-DAL-0471,Organic Tattva Organic Chana Whole,,"Dals, Pulses & Beans",kg,Fixed,110.00,0.00,1 kg (₹110),1 kg: ₹110,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
286,ANG-DAL-0472,Organic Tattva Organic Urad Dal Black Split,,"Dals, Pulses & Beans",kg,Fixed,140.00,0.00,1 kg (₹140),1 kg: ₹140,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?auto=format&fit=crop&w=600&q=80
287,ANG-DAL-0473,Aashirvaad Organic Chana Dal,ആശീർവാദ് ഓർഗാനിക് കടലപ്പരിപ്പ് (ചനാ ദാൽ),"Dals, Pulses & Beans",g,Fixed,82.00,95.00,500 g (₹82),500 g: ₹82 | 1 kg: ₹160,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/demos/aashirvaad/aashirvaad_organic_chana_dal_1789406437081.webp
288,ANG-DAL-0474,Aashirvaad Organic Tur Dal (Arhar Dal),ആശീർവാദ് ഓർഗാനിക് തുവരപ്പരിപ്പ് (തുവർ ദാൽ),"Dals, Pulses & Beans",g,Fixed,110.00,127.00,500 g (₹110),500 g: ₹110 | 1 kg: ₹215,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/demos/aashirvaad/aashirvaad_organic_tur_dal_1789406438009.webp
289,ANG-DAL-0475,Aashirvaad Organic Moong Dal,ആശീർവാദ് ഓർഗാനിക് ചെറുപയർ പരിപ്പ് (മൂംഗ് ദാൽ),"Dals, Pulses & Beans",g,Fixed,95.00,110.00,500 g (₹95),500 g: ₹95 | 1 kg: ₹185,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/demos/aashirvaad/aashirvaad_organic_moong_dal_1789406438945.webp
290,ANG-DAL-0476,Aashirvaad Organic Urad Dal Split,ആശീർവാദ് ഓർഗാനിക് ഉഴുന്നുപരിപ്പ് (ഉറദ് ദാൽ),"Dals, Pulses & Beans",g,Fixed,98.00,113.00,500 g (₹98),500 g: ₹98 | 1 kg: ₹190,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/demos/aashirvaad/aashirvaad_organic_urad_dal_split_1789406439690.webp
291,ANG-DES-0002,Chocolate Ice Cream,ചോക്ലേറ്റ് ഐസ്ക്രീം,Desserts & Ice Creams,ml,Fixed,0.00,,100ml (₹0),100ml: ₹0 | 500ml: ₹0 | 1L: ₹0,https://images.unsplash.com/photo-1497034825429-c343d7c6a68f?w=500&auto=format&fit=crop&q=80
292,ANG-DES-0003,Mango Ice Cream,മാംഗോ ഐസ്ക്രീം,Desserts & Ice Creams,ml,Fixed,0.00,,100ml (₹0),100ml: ₹0 | 500ml: ₹0 | 1L: ₹0,https://images.unsplash.com/photo-1497034825429-c343d7c6a68f?w=500&auto=format&fit=crop&q=80
293,ANG-DES-0005,Kulfi,കുൽഫി,Desserts & Ice Creams,ml,Fixed,0.00,,60ml (₹0),60ml: ₹0 | 100ml: ₹0 | 120ml: ₹0,https://images.unsplash.com/photo-1497034825429-c343d7c6a68f?w=500&auto=format&fit=crop&q=80
294,ANG-DES-0006,Ice Cream Bars / Chocobar,ചോക്കോബാർ / ഐസ്ക്രീം ബാർ,Desserts & Ice Creams,ml,Fixed,0.00,,60ml (₹0),60ml: ₹0 | 80ml: ₹0 | 100ml: ₹0,https://images.unsplash.com/photo-1497034825429-c343d7c6a68f?w=500&auto=format&fit=crop&q=80
295,ANG-DES-0007,Kozhikode Halwa (Black / Karutha Halwa),കോഴിക്കോടൻ കറുത്ത ഹൽവ,Desserts & Ice Creams,g,Manual,0.00,,250g (₹0),250g: ₹0 | 500g: ₹0 | 1kg: ₹0 | 2kg: ₹0,https://images.unsplash.com/photo-1599488615731-7e5c2823ff28?w=500&auto=format&fit=crop&q=80
296,ANG-DES-0008,Kozhikodan Yellow Halwa,കോഴിക്കോടൻ മഞ്ഞ ഹൽവ,Desserts & Ice Creams,g,Manual,0.00,,250g (₹0),250g: ₹0 | 500g: ₹0 | 1kg: ₹0,https://images.unsplash.com/photo-1599488615731-7e5c2823ff28?w=500&auto=format&fit=crop&q=80
297,ANG-DES-0009,Palada Payasam Mix,പാലട പായസം മിക്സ്,Desserts & Ice Creams,g,Fixed,0.00,,200g (₹0),200g: ₹0 | 300g: ₹0 | 500g: ₹0,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/eastern/palada-mix-2.jpg
298,ANG-DES-0010,Semiya Payasam Mix,സേമിയ പായസം മിക്സ്,Desserts & Ice Creams,g,Fixed,0.00,,200g (₹0),200g: ₹0 | 300g: ₹0 | 500g: ₹0,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/eastern/semiya-payasam.jpg
299,ANG-DES-0011,Gulab Jamun,ഗുലാബ് ജാമുൻ,Desserts & Ice Creams,g,Fixed,0.00,,250g (₹0),250g: ₹0 | 500g: ₹0 | 1kg: ₹0,https://images.unsplash.com/photo-1599488615731-7e5c2823ff28?w=500&auto=format&fit=crop&q=80
300,ANG-DES-0040,Supernova Palada Payasam Mix,സൂപ്പർനോവ പാലട പായസം മിക്സ്,Desserts & Ice Creams,g,Fixed,85.00,104.00,300 g (₹85),300 g: ₹85,https://supernovafoods.com/images/products/ready-to/palada-mix.jpg
301,ANG-DES-0041,Supernova Vermicelli Payasam Mix,സൂപ്പർനോവ സേമിയ പായസം മിക്സ്,Desserts & Ice Creams,g,Fixed,75.00,92.00,300 g (₹75),300 g: ₹75,https://supernovafoods.com/images/products/ready-to/semiya-payasam-mix.jpg
302,ANG-DES-0043,Supernova Gulab Jamun Mix,സൂപ്പർനോവ ഗുലാബ് ജാമുൻ മിക്സ്,Desserts & Ice Creams,g,Fixed,78.00,98.00,200 g (₹78),200 g: ₹78,https://supernovafoods.com/images/products/ready-to/palada-mix.jpg
303,ANG-DES-0047,Supernova Halwa Mix,സൂപ്പർനോവ ഹൽവ മിക്സ്,Desserts & Ice Creams,g,Fixed,55.00,69.00,200 g (₹55),200 g: ₹55,https://supernovafoods.com/images/products/ready-to/palada-mix.jpg
304,ANG-DES-0124,Milma Peda,മിൽമ പാൽ പേഡ,Desserts & Ice Creams,g,Fixed,130.00,150.00,250 g (₹130),250 g: ₹130,https://images.unsplash.com/photo-1599488615731-7e5c2823ff28?w=500&auto=format&fit=crop&q=80
305,ANG-DES-0125,Milma Instant Palada Payasam Mix,മിൽമ ഇൻസ്റ്റന്റ് പാലട പായസം മിക്സ്,Desserts & Ice Creams,g,Fixed,55.00,64.00,200 g (₹55),200 g: ₹55,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=500&auto=format&fit=crop&q=80
306,ANG-DES-0126,Milma Canned Gulab Jamun,മിൽമ ഗുലാബ് ജാമുൻ ടിൻ,Desserts & Ice Creams,g,Fixed,140.00,161.00,500 g (₹140),500 g: ₹140,https://images.unsplash.com/photo-1601050690597-df0568f70950?w=500&auto=format&fit=crop&q=80
307,ANG-DES-0127,Milma Golden Mix (Immunity Drink Blend),മിൽമ ഗോൾഡൻ മിക്സ് പാൽക്കൂട്ട്,Desserts & Ice Creams,g,Fixed,110.00,127.00,200 g (₹110),200 g: ₹110,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=500&auto=format&fit=crop&q=80
308,ANG-DES-0128,Milma Vanilla Ice Cream Tub,മിൽമ വാനില ഐസ്ക്രീം ടബ്ബ്,Desserts & Ice Creams,ml,Fixed,150.00,173.00,1000 ml (₹150),1000 ml: ₹150,https://images.unsplash.com/photo-1497034825429-c343d7c6a68f?w=500&auto=format&fit=crop&q=80
309,ANG-DES-0129,Milma Butterscotch Tub,മിൽമ ബട്ടർസ്കോച്ച് ഐസ്ക്രീം,Desserts & Ice Creams,ml,Fixed,280.00,322.00,1000 ml (₹280),1000 ml: ₹280,https://images.unsplash.com/photo-1497034825429-c343d7c6a68f?w=500&auto=format&fit=crop&q=80
310,ANG-DES-0130,Milma Choco Bar,മിൽമ ചോക്കോ ബാർ ഐസ്ക്രീം,Desserts & Ice Creams,ml,Fixed,30.00,35.00,60 ml (₹30),60 ml: ₹30,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=500&auto=format&fit=crop&q=80
311,ANG-DES-0131,Milma Blueberry IML Tub,മിൽമ ബ്ലൂബെറി ഐസ്ക്രീം,Desserts & Ice Creams,ml,Fixed,180.00,207.00,500 ml (₹180),500 ml: ₹180,https://images.unsplash.com/photo-1497034825429-c343d7c6a68f?w=500&auto=format&fit=crop&q=80
312,ANG-DES-0155,Elanadu Instant Palada Payasam Mix,എളനാട് ഇൻസ്റ്റന്റ് പാലട പായസം മിക്സ്,Desserts & Ice Creams,g,Fixed,55.00,64.00,200 g (₹55),200 g: ₹55,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=500&auto=format&fit=crop&q=80
313,ANG-DES-0156,Elanadu Vermicelli Payasam Mix,എളനാട് സേമിയ പായസം മിക്സ്,Desserts & Ice Creams,g,Fixed,50.00,58.00,200 g (₹50),200 g: ₹50,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=500&auto=format&fit=crop&q=80
314,ANG-DES-0157,Elanadu Wheat Ada Payasam Mix,എളനാട് ഗോതമ്പ് അട പായസം മിക്സ്,Desserts & Ice Creams,g,Fixed,52.00,60.00,200 g (₹52),200 g: ₹52,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=500&auto=format&fit=crop&q=80
315,ANG-DES-0158,Elanadu Ready-to-Eat Palada Pradhaman,എളനാട് പാലട പ്രഥമൻ (റെഡി ടു ഈറ്റ്),Desserts & Ice Creams,g,Fixed,120.00,138.00,500 g (₹120),500 g: ₹120,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=500&auto=format&fit=crop&q=80
316,ANG-DES-0159,Elanadu Traditional Milk Peda,എളനാട് നാടൻ പാൽ പേഡ,Desserts & Ice Creams,g,Fixed,130.00,150.00,250 g (₹130),250 g: ₹130,https://images.unsplash.com/photo-1599488615731-7e5c2823ff28?w=500&auto=format&fit=crop&q=80
317,ANG-DES-0160,Elanadu Coconut Burfi,എളനാട് തേങ്ങ ബർഫി,Desserts & Ice Creams,g,Fixed,125.00,144.00,250 g (₹125),250 g: ₹125,https://images.unsplash.com/photo-1599488615731-7e5c2823ff28?w=500&auto=format&fit=crop&q=80
318,ANG-DES-0161,Elanadu Canned Gulab Jamun,എളനാട് ഗുലാബ് ജാമുൻ ടിൻ,Desserts & Ice Creams,g,Fixed,140.00,161.00,500 g (₹140),500 g: ₹140,https://images.unsplash.com/photo-1601050690597-df0568f70950?w=500&auto=format&fit=crop&q=80
319,ANG-DES-0162,Elanadu Rasagulla Tin,എളനാട് റസഗുല്ല ടിൻ,Desserts & Ice Creams,g,Fixed,140.00,161.00,500 g (₹140),500 g: ₹140,https://images.unsplash.com/photo-1601050690597-df0568f70950?w=500&auto=format&fit=crop&q=80
320,ANG-DES-0163,Elanadu Fresh Milk Halwa,എളനാട് പാൽ ഹൽവ,Desserts & Ice Creams,g,Fixed,90.00,104.00,200 g (₹90),200 g: ₹90,https://images.unsplash.com/photo-1599488615731-7e5c2823ff28?w=500&auto=format&fit=crop&q=80
321,ANG-DES-0164,Elanadu Sweetened Condensed Milk,എളനാട് കണ്ടൻസ്ഡ് മിൽക്ക്,Desserts & Ice Creams,g,Fixed,135.00,156.00,400 g (₹135),400 g: ₹135,https://images.unsplash.com/photo-1550583724-b2692b85b150?w=500&auto=format&fit=crop&q=80
322,ANG-DES-0165,Elanadu Mysore Pak,എളനാട് മൈസൂർ പാക്ക്,Desserts & Ice Creams,g,Fixed,135.00,156.00,250 g (₹135),250 g: ₹135,https://images.unsplash.com/photo-1599488615731-7e5c2823ff28?w=500&auto=format&fit=crop&q=80
323,ANG-DES-0176,Elanadu Real Vanilla Ice Cream Tub,എളനാട് Real Vanilla Ice Cream Tub,Desserts & Ice Creams,ml,Fixed,150.00,173.00,1000 ml (₹150),1000 ml: ₹150,https://images.unsplash.com/photo-1497034825429-c343d7c6a68f?w=500&auto=format&fit=crop&q=80
324,ANG-DES-0177,Elanadu Rich Chocolate Delight Tub,എളനാട് Rich Chocolate Delight Tub,Desserts & Ice Creams,ml,Fixed,180.00,207.00,1000 ml (₹180),1000 ml: ₹180,https://images.unsplash.com/photo-1606313564200-e75d5e30476c?w=500&auto=format&fit=crop&q=80
325,ANG-DES-0178,Elanadu Premium Butterscotch Crunch Tub,എളനാട് Premium Butterscotch Crunch Tub,Desserts & Ice Creams,ml,Fixed,200.00,230.00,1000 ml (₹200),1000 ml: ₹200,https://images.unsplash.com/photo-1497034825429-c343d7c6a68f?w=500&auto=format&fit=crop&q=80
326,ANG-DES-0179,Elanadu Fresh Strawberry Ice Cream Tub,എളനാട് Fresh Strawberry Ice Cream Tub,Desserts & Ice Creams,ml,Fixed,160.00,184.00,1000 ml (₹160),1000 ml: ₹160,https://images.unsplash.com/photo-1505394033641-40c6ad1178d7?w=500&auto=format&fit=crop&q=80
327,ANG-DES-0180,Elanadu Spanish Delight Party Tub,എളനാട് Spanish Delight Party Tub,Desserts & Ice Creams,ml,Fixed,240.00,276.00,1000 ml (₹240),1000 ml: ₹240,https://images.unsplash.com/photo-1497034825429-c343d7c6a68f?w=500&auto=format&fit=crop&q=80
328,ANG-DES-0181,Elanadu Mango Magic Ice Cream Tub,എളനാട് Mango Magic Ice Cream Tub,Desserts & Ice Creams,ml,Fixed,120.00,138.00,500 ml (₹120),500 ml: ₹120,https://images.unsplash.com/photo-1497034825429-c343d7c6a68f?w=500&auto=format&fit=crop&q=80
329,ANG-DES-0182,Elanadu Pista Kulfi Ice Cream Tub,എളനാട് Pista Kulfi Ice Cream Tub,Desserts & Ice Creams,ml,Fixed,130.00,150.00,500 ml (₹130),500 ml: ₹130,https://images.unsplash.com/photo-1497034825429-c343d7c6a68f?w=500&auto=format&fit=crop&q=80
330,ANG-DES-0183,Elanadu Classic Choco Bar,എളനാട് Classic Choco Bar,Desserts & Ice Creams,ml,Fixed,30.00,35.00,60 ml (₹30),60 ml: ₹30,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=500&auto=format&fit=crop&q=80
331,ANG-DES-0184,Elanadu Crunch Feast Bar,എളനാട് Crunch Feast Bar,Desserts & Ice Creams,ml,Fixed,40.00,46.00,70 ml (₹40),70 ml: ₹40,https://images.unsplash.com/photo-1497034825429-c343d7c6a68f?w=500&auto=format&fit=crop&q=80
